V1,instution,city,zip,state_abbr,LOCALE,LATITUDE,LONGITUDE,urban_type,urban_description,vector_name,state_name,state_name_included,city_name_included
4885,Ross Medical Education Center-Battle Creek,Battle Creek,49015-9393,MI,13,42.247801,-85.20031,City,Small,,Michigan,FALSE,TRUE
4886,Geisinger Commonwealth School of Medicine,Scranton,18509,PA,13,41.413415,-75.655478,City,Small,,Pennsylvania,FALSE,FALSE
4887,Josef's School of Hair Skin & Body-Fargo,Fargo,58103,ND,12,46.86216,-96.83183,City,Midsize,,North Dakota,FALSE,TRUE
4888,Miller-Motte College-McCann-Allentown,Allentown,18109,PA,21,40.64006,-75.448981,Suburb,Large,,Pennsylvania,FALSE,TRUE
4889,Salon Success Academy-Fontana,Fontana,92335,CA,21,34.099087,-117.437904,Suburb,Large,,California,FALSE,TRUE
4890,Salon Success Academy-Redlands,Redlands,92373,CA,13,34.062342,-117.218933,City,Small,,California,FALSE,TRUE
4891,Strayer University-West Virginia,Scott Depot,25560,WV,22,38.454588,-81.92619,Suburb,Midsize,,West Virginia,TRUE,FALSE
4892,Paul Mitchell the School-Baton Rouge,Baton Rouge,70816,LA,12,30.41107,-91.044491,City,Midsize,,Louisiana,FALSE,TRUE
4893,San Joaquin Valley College-Hesperia,Hesperia,92344-8086,CA,41,34.420693,-117.383116,Rural,Fringe,,California,FALSE,TRUE
4894,South Texas Vocational Technical Institute-Brownsville,Brownsville,78521,TX,12,25.944046,-97.502052,City,Midsize,,Texas,TRUE,TRUE
4895,Miller-Motte College-STVT-Corpus Christi,Corpus Christi,78416,TX,11,27.739649,-97.433269,City,Large,,Texas,FALSE,TRUE
4896,University of Minnesota-Rochester,Rochester,55904,MN,12,44.022339,-92.463471,City,Midsize,,Minnesota,TRUE,TRUE
4897,Health And Style Institute,Greensboro,27407,NC,11,36.037762,-79.840799,City,Large,,North Carolina,FALSE,FALSE
4898,CBT Technology Institute-Cutler Bay,Cutler Bay,33157,FL,21,25.590468,-80.356565,Suburb,Large,,Florida,FALSE,TRUE
4899,Capri Beauty College,New Lenox,60451,IL,21,41.509958,-87.927816000000007,Suburb,Large,,Illinois,FALSE,FALSE
4900,Milan Institute-Bakersfield,Bakersfield,93301,CA,11,35.385513,-119.023088,City,Large,,California,FALSE,TRUE
4901,Homestead Schools,Torrance,90505,CA,12,33.809096,-118.35009,City,Midsize,,California,FALSE,FALSE
4902,Carrington College-Las Vegas,Las Vegas,89119,NV,12,36.08486,-115.118231,City,Midsize,,Nevada,FALSE,TRUE
4903,Carrington College-Reno,Reno,89511,NV,11,39.463165,-119.786947,City,Large,,Nevada,FALSE,TRUE
4904,Chamberlain University-Florida,Jacksonville,32256,FL,11,30.243517,-81.586421,City,Large,,Florida,TRUE,FALSE
4905,Washington Barber College Inc,Little Rock,72209-3820,AR,12,34.69065,-92.335352,City,Midsize,,Arkansas,FALSE,FALSE
4906,InterCoast Colleges-Rancho Cordova,Rancho Cordova,95827,CA,13,38.561309,-121.334243,City,Small,,California,FALSE,TRUE
4907,Horizon University,Indianapolis,46236-2622,IN,21,39.894654,-85.986809,Suburb,Large,,Indiana,FALSE,FALSE
4908,Beyond 21st Century Beauty Academy,Santa Fe Springs,90670,CA,21,33.916443,-118.041477,Suburb,Large,,California,FALSE,FALSE
4909,Academy for Jewish Religion-California,Los Angeles,90045,CA,11,34.070281,-118.438495,City,Large,,California,TRUE,FALSE
4910,Angeles College,Los Angeles,90010,CA,11,34.061223,-118.29903,City,Large,,California,FALSE,FALSE
4911,Angeles Institute,ARTESIA,90701-2713,CA,21,33.875772,-118.080741,Suburb,Large,,California,FALSE,FALSE
4912,Paul Mitchell the School-Temecula,Temecula,92591,CA,12,33.507316,-117.146674,City,Midsize,,California,FALSE,TRUE
4913,TIGI Hairdressing Academy Guilford,Guilford,06437,CT,21,41.28773,-72.677612,Suburb,Large,,Connecticut,FALSE,TRUE
4914,International Institute of Cosmetology,Wethersfield,06109,CT,21,41.707932,-72.661782,Suburb,Large,,Connecticut,FALSE,FALSE
4915,Florida School of Traditional Midwifery,Gainesville,32601,FL,12,29.652269,-82.31585,City,Midsize,,Florida,TRUE,FALSE
4916,Emerald Coast Technical College,DeFuniak Springs,32433,FL,32,30.73209,-86.128061,Town,Distant,,Florida,FALSE,FALSE
4917,Immokalee Technical College,Immokalee,34142,FL,32,26.426526,-81.425148,Town,Distant,,Florida,FALSE,TRUE
4918,American Academy of Cosmetology,Orange Park,32065,FL,21,30.123757,-81.798803,Suburb,Large,,Florida,FALSE,FALSE
4919,University of Fort Lauderdale,Lauderhill,33313,FL,21,26.147098,-80.204938,Suburb,Large,,Florida,FALSE,FALSE
4920,Aviation Institute of Maintenance-Orlando,Casselberry,32707,FL,21,28.680653,-81.334196,Suburb,Large,,Florida,FALSE,FALSE
4921,Summit Salon Academy,Tampa,33624,FL,21,28.051825,-82.525411,Suburb,Large,,Florida,FALSE,FALSE
4922,Summit Salon Academy-Gainesville,Gainesville,32607,FL,22,29.654808,-82.416921,Suburb,Midsize,,Florida,FALSE,TRUE
4923,Tenaj Salon Institute,The Villages,32162,FL,13,28.929944,-82.028094,City,Small,,Florida,FALSE,FALSE
4924,Profile Institute of Barber-Styling,Atlanta,30315,GA,11,33.681424,-84.388057,City,Large,,Georgia,FALSE,FALSE
4925,Keune Academy by 124,Lawrenceville,30043,GA,21,33.96488,-84.02253,Suburb,Large,,Georgia,FALSE,FALSE
4926,Pacific Rim Christian University,Honolulu,96819-2228,HI,11,21.328198,-157.888379,City,Large,,Hawaii,FALSE,FALSE
4927,Paul Mitchell the School-Twin Falls,TWIN FALLS,83301,ID,33,42.555761,-114.469533,Town,Remote,,Idaho,FALSE,TRUE
4928,Ambria College of Nursing,Hoffman Estates,60192,IL,13,42.075628,-88.2109,City,Small,,Illinois,FALSE,FALSE
4929,Midwestern Career College,Chicago,60202,IL,11,41.88053,-87.63739,City,Large,,Illinois,FALSE,FALSE
4930,Paul Mitchell the School-Normal,Normal,61761,IL,22,40.50938,-88.959619,Suburb,Midsize,,Illinois,FALSE,TRUE
4931,Innovations Design Academy,Canton,61520,IL,32,40.558545,-90.033,Town,Distant,,Illinois,FALSE,FALSE
4932,Aveda Fredric's Institute-Indianapolis,Carmel,46032,IN,11,39.908216,-86.066049,City,Large,,Indiana,TRUE,FALSE
4933,Summit Salon Academy,Anderson,46013,IN,13,40.063021,-85.654184,City,Small,,Indiana,FALSE,FALSE
4934,Eric Fisher Academy,Wichita,67212,KS,11,37.693713,-97.422011,City,Large,,Kansas,FALSE,FALSE
4935,My Le's Beauty College,Gretna,70056,LA,21,29.902428,-90.029931,Suburb,Large,,Louisiana,FALSE,FALSE
4936,Blackstone Valley Vocational Regional School District,Upton,01568-1499,MA,21,42.16382,-71.616243,Suburb,Large,,Massachusetts,FALSE,FALSE
4937,Southern Worcester County Regional Vocational School District,Charlton,01507-1331,MA,41,42.133623,-71.957564,Rural,Fringe,,Massachusetts,FALSE,FALSE
4938,L'esprit Academy,Canton,48187-3669,MI,21,42.321904,-83.457386,Suburb,Large,,Michigan,FALSE,FALSE
4939,Marketti Academy of Cosmetology,Waterford,48329,MI,21,42.683352,-83.374733,Suburb,Large,,Michigan,FALSE,FALSE
4940,Avalon School of Cosmetology,Worthington,56187,MN,33,43.631842,-95.602503,Town,Remote,,Minnesota,FALSE,FALSE
4941,American Business and Technology University,St Joseph,64501,MO,13,39.779095,-94.819797,City,Small,,Missouri,FALSE,FALSE
4942,City Vision University,Kansas City,64106-3028,MO,11,39.101164,-94.569475,City,Large,,Missouri,FALSE,FALSE
4943,Bitterroot School of Cosmetology,Hamilton,59840,MT,33,46.273475,-114.159449,Town,Remote,,Montana,FALSE,FALSE
4944,Montana Academy of Salons,Great Falls,59405,MT,13,47.49941,-111.303922,City,Small,,Montana,TRUE,FALSE
4945,National Career Institute,East Orange,07018,NJ,21,40.76137,-74.222091,Suburb,Large,,New Jersey,FALSE,FALSE
4946,Paul Mitchell the School-Albuquerque,Albuquerque,87110,NM,11,35.102306,-106.566537,City,Large,,New Mexico,FALSE,TRUE
4947,International Academy of Style,Reno,89502-1559,NV,11,39.516281,-119.783208,City,Large,,Nevada,FALSE,FALSE
4948,EDP School,Brooklyn,11235,NY,11,40.58605,-73.952901,City,Large,,New York,FALSE,FALSE
4949,New York Medical Career Training Center,Flushing,11354,NY,11,40.7608,-73.829753,City,Large,,New York,TRUE,FALSE
4950,Institute of Culinary Education,New York,10281,NY,11,40.712449,-74.015637,City,Large,,New York,FALSE,FALSE
4951,The Salon Professional Academy-Tonawanda,Tonawanda,14150,NY,21,42.981584,-78.824364,Suburb,Large,,New York,FALSE,TRUE
4952,Paul Mitchell the School-NYC,Staten Island,10306,NY,11,40.573227,-74.114517,City,Large,,New York,FALSE,FALSE
4953,Four County Career Center,Archbold,43502,OH,42,41.452808,-84.303115,Rural,Distant,,Ohio,FALSE,FALSE
4954,Summit Salon Academy-Perrysburg,Perrysburg,45551,OH,21,41.54424,-83.620281,Suburb,Large,,Ohio,FALSE,TRUE
4955,Portland Actors Conservatory,Portland,97209,OR,11,45.500424,-122.670741,City,Large,,Oregon,FALSE,TRUE
4956,Somerset County Technology Center,Somerset,15501-4309,PA,41,40.00475,-79.029641,Rural,Fringe,,Pennsylvania,FALSE,TRUE
4957,Metro Beauty Academy,Allentown,18106,PA,21,40.56865,-75.555591,Suburb,Large,,Pennsylvania,FALSE,FALSE
4958,Academy for Careers and Technology,Mullins,29574-6009,SC,41,34.186433,-79.340157,Rural,Fringe,,South Carolina,FALSE,FALSE
4959,Aiken School of Cosmetology and Barbering,Aiken,29803,SC,21,33.559545,-81.71728,Suburb,Large,,South Carolina,FALSE,TRUE
4960,Love Beauty School Inc,Manchester,37355,TN,32,35.488524,-86.093863,Town,Distant,,Tennessee,FALSE,FALSE
4961,Houston International College Cardiotech Ultrasound School,Houston,77099,TX,11,29.675203,-95.592909,City,Large,,Texas,FALSE,TRUE
4962,DuVall's School of Cosmetology,Bedford,76021,TX,21,32.852275,-97.168105,Suburb,Large,,Texas,FALSE,FALSE
4963,Texas Beauty College,Haltom city,76117,TX,21,32.826045,-97.265311,Suburb,Large,,Texas,TRUE,FALSE
4964,Avenue Five Institute,Austin,78757,TX,11,30.369503,-97.728961,City,Large,,Texas,FALSE,FALSE
4965,The Salon Professional Academy-Lewisville,Lewisville,75067,TX,21,33.005024,-96.964907,Suburb,Large,,Texas,FALSE,TRUE
4966,Renaissance Academie,Provo,84604,UT,12,40.25395,-111.665961,City,Midsize,,Utah,FALSE,FALSE
4967,Ascent College,Hampton,23666,VA,12,37.04127,-76.409526,City,Midsize,,Virginia,FALSE,FALSE
4968,Institute of Advanced Medical Esthetics,Ashland,23005-2111,VA,21,37.757885,-77.47441,Suburb,Large,,Virginia,FALSE,FALSE
4969,Aveda Arts & Sciences Institute Seattle,Seattle,98122,WA,11,47.614402,-122.32176,City,Large,,Washington,FALSE,TRUE
4970,Northwest School of Wooden Boat Building,Port Hadlock,98339,WA,41,48.03413,-122.752588,Rural,Fringe,,Washington,FALSE,FALSE
4971,The Salon Professional Academy-Onalaska,Onalaska,54650,WI,13,43.87382,-91.19732,City,Small,,Wisconsin,FALSE,TRUE
4972,West Coast University-Orange County,Anaheim,92802-2905,CA,11,33.81104,-117.911811,City,Large,,California,FALSE,FALSE
4973,West Coast University-Ontario,Ontario,91761-7698,CA,12,34.066591,-117.590035,City,Midsize,,California,FALSE,TRUE
4974,Paul Mitchell the School-Chicago,Chicago,60607,IL,11,41.866213,-87.646644,City,Large,,Illinois,FALSE,TRUE
4975,Miller-Motte College-Fayetteville,Fayetteville,28311,NC,12,35.11096,-78.88167,City,Midsize,,North Carolina,FALSE,TRUE
4976,European Massage Therapy School-Las Vegas,Las Vegas,89117,NV,11,36.145445,-115.300577,City,Large,,Nevada,FALSE,TRUE
4977,Miller-Motte College-Columbus,Columbus,31907,GA,12,32.479997,-84.935912,City,Midsize,,Georgia,FALSE,TRUE
4978,The Art Institute of Virginia Beach,Virginia Beach,23462,VA,11,36.842383,-76.131737,City,Large,,Virginia,TRUE,TRUE
4979,Fortis College-Indianapolis,Indianapolis,46268,IN,11,39.9184,-86.223181,City,Large,,Indiana,TRUE,TRUE
4980,Empire Beauty School-E Memphis,Memphis,38117,TN,11,35.115499,-89.90197,City,Large,,Tennessee,FALSE,TRUE
4981,Empire Beauty School-Nashville,Brentwood,37027,TN,21,35.967868,-86.814676,Suburb,Large,,Tennessee,FALSE,FALSE
4982,Empire Beauty School-Jackson,Jackson,38301,TN,13,35.63694,-88.847611,City,Small,,Tennessee,FALSE,TRUE
4983,Empire Beauty School-Springfield,Springfield,19064,PA,21,39.93765,-75.349771,Suburb,Large,,Pennsylvania,FALSE,TRUE
4984,Empire Beauty School-Speedway,Speedway,46224,IN,21,39.80055,-86.261512,Suburb,Large,,Indiana,FALSE,TRUE
4985,Empire Beauty School-Morrow,Morrow,30260,GA,21,33.564936,-84.32568,Suburb,Large,,Georgia,FALSE,TRUE
4986,Strayer University-Arkansas,Little Rock,72201,AR,12,34.74735,-92.396031,City,Midsize,,Arkansas,TRUE,FALSE
4987,Strayer University-Georgia,Chamblee,30341,GA,21,33.874236,-84.275624,Suburb,Large,,Georgia,TRUE,FALSE
4988,Strayer University-Mississippi,Jackson,39201,MS,12,32.300562,-90.188097,City,Midsize,,Mississippi,TRUE,FALSE
4989,Strayer University-South Carolina,Greenville,29607,SC,13,34.85654,-82.357811,City,Small,,South Carolina,TRUE,FALSE
4990,Strayer University-Texas,Farmers Branch,75234,TX,11,30.371175,-97.73985,City,Large,,Texas,TRUE,FALSE
4991,The Art Institute of San Antonio,San Antonio,78230,TX,11,29.532925,-98.56556,City,Large,,Texas,FALSE,TRUE
4992,Empire Beauty School-Charlotte,Charlotte,28213,NC,11,35.25855,-80.7837,City,Large,,North Carolina,FALSE,TRUE
4993,Empire Beauty School-Winston-Salem,Winston-Salem,27106,NC,12,36.152612,-80.282751,City,Midsize,,North Carolina,FALSE,TRUE
4994,Empire Beauty School-West Palm,West Palm Beach,33409,FL,21,26.705541,-80.107401,Suburb,Large,,Florida,FALSE,FALSE
4995,Empire Beauty School-Pineville,Charlotte,28226,NC,21,35.089864,-80.865367,Suburb,Large,,North Carolina,FALSE,FALSE
4996,Paul Mitchell the School-Phoenix,Phoenix,85017,AZ,11,33.523667,-112.133047,City,Large,,Arizona,FALSE,TRUE
4997,All Beauty College,Bullhead City,86442,AZ,33,35.101946,-114.5945,Town,Remote,,Arizona,FALSE,FALSE
4998,Paul Mitchell the School-Modesto,Modesto,95350,CA,12,37.68301,-120.993745,City,Midsize,,California,FALSE,TRUE
4999,Cosmo Beauty Academy,Sacramento,95821-6800,CA,21,38.62883,-121.401027,Suburb,Large,,California,FALSE,FALSE
5000,Paul Mitchell the School-Fresno,Fresno,93710,CA,11,36.809778,-119.782437,City,Large,,California,FALSE,TRUE
5001,Unitek College,Fremont,94538,CA,21,37.50904,-121.961761,Suburb,Large,,California,FALSE,FALSE
5002,Gurnick Academy of Medical Arts,San Mateo,94403,CA,12,37.547377,-122.307618,City,Midsize,,California,FALSE,FALSE
5003,Paul Mitchell the School-East Bay,Pleasant Hill,94523,CA,21,37.94492,-122.061226,Suburb,Large,,California,FALSE,FALSE
5004,South University-Richmond,Glen Allen,23060,VA,21,37.64706,-77.599967,Suburb,Large,,Virginia,FALSE,FALSE
5005,South University-Virginia Beach,Virginia Beach,23452,VA,11,36.8336,-76.124288,City,Large,,Virginia,TRUE,TRUE
5006,Aveda Institute-Denver,Denver,80204,CO,11,39.745214,-104.992758,City,Large,,Colorado,FALSE,TRUE
5007,Paul Mitchell the School-Colorado Springs,Colorado Springs,80903,CO,11,38.832889,-104.828339,City,Large,,Colorado,TRUE,TRUE
5008,The Salon Professional Academy-Colorado Springs,Colorado Springs,80918,CO,11,38.896966,-104.750884,City,Large,,Colorado,TRUE,TRUE
5009,Paul Mitchell the School-Delaware,Newark,19702,DE,21,39.62274,-75.680231,Suburb,Large,,Delaware,TRUE,FALSE
5010,Future-Tech Institute,Miami,33135-4142,FL,11,25.7646,-80.251401,City,Large,,Florida,FALSE,FALSE
5011,Fred K Marchman Technical College,New Port Richey,34653,FL,21,28.271196,-82.691779,Suburb,Large,,Florida,FALSE,FALSE
5012,The Salon Professional Academy-Ft Myers,Fort Myers,33907,FL,13,26.595568,-81.887326,City,Small,,Florida,FALSE,FALSE
5013,Universal Spa Training Academy,Downers Grove,60515,IL,21,41.796008,-87.99384,Suburb,Large,,Illinois,FALSE,FALSE
5014,The Salon Professional Academy-Evansville,Evansville,47715,IN,12,37.98732,-87.483521,City,Midsize,,Indiana,FALSE,TRUE
5015,Tri County Regional Vocational Technical High School,Franklin,02038,MA,21,42.094957,-71.421577,Suburb,Large,,Massachusetts,FALSE,FALSE
5016,Compass College of Film and Media,Grand Rapids,49503,MI,12,42.961875,-85.667065,City,Midsize,,Michigan,FALSE,FALSE
5017,Nova Academy of Cosmetology,Rochester,55901,MN,12,44.08537,-92.509748,City,Midsize,,Minnesota,FALSE,FALSE
5018,SAE Institute of Technology-New York,New York,10011-4552,NY,11,40.741353,-73.999073,City,Large,,New York,TRUE,TRUE
5019,Sage School of Massage & Esthetics,Bend,97703,OR,12,44.058731,-121.358102,City,Midsize,,Oregon,FALSE,FALSE
5020,Peloton College,Dallas,75206,TX,11,32.861997,-96.769353,City,Large,,Texas,FALSE,FALSE
5021,ABC Beauty Academy,Richardson,75081,TX,12,32.931698,-96.685333,City,Midsize,,Texas,FALSE,FALSE
5022,Salon & Spa Institute,Brownsville,78520-8809,TX,12,25.938911,-97.508606,City,Midsize,,Texas,FALSE,FALSE
5023,American Beauty Academy,Payson,84651,UT,21,40.034634,-111.733488,Suburb,Large,,Utah,FALSE,FALSE
5024,Summit Salon Academy,Tacoma,98409,WA,12,47.223485,-122.472325,City,Midsize,,Washington,FALSE,FALSE
5025,Paul Mitchell the School-Milwaukee,Wauwatosa,53222,WI,13,43.044227,-88.257785,City,Small,,Wisconsin,FALSE,FALSE
5026,Touro University Worldwide,Los Alamitos,90720,CA,21,33.808683,-118.057754,Suburb,Large,,California,FALSE,FALSE
5027,Touro University California,Vallejo,94592,CA,12,38.085479,-122.263949,City,Midsize,,California,TRUE,FALSE
5028,The Chicago School of Professional Psychology at Washington DC,Washington,20005,DC,11,38.90163,-77.033071,City,Large,,NA,NA,TRUE
5029,Touro University Nevada,Henderson,89014,NV,11,36.043189,-115.024012,City,Large,,Nevada,TRUE,FALSE
5030,Herzing University-Kenosha,Kenosha,53140,WI,22,42.582628,-87.820105,Suburb,Midsize,,Wisconsin,FALSE,TRUE
5031,Herzing University-Brookfield,Brookfield,53005,WI,21,43.035738,-88.110994,Suburb,Large,,Wisconsin,FALSE,TRUE
5032,Texas A&M University-San Antonio,San Antonio,78224,TX,41,29.304762,-98.52417,Rural,Fringe,,Texas,TRUE,TRUE
5033,Fortis Institute,Houston,77060,TX,11,29.93744,-95.395051,City,Large,,Texas,FALSE,FALSE
5034,Southern Careers Institute-Brownsville,Brownsville,78520,TX,12,25.936988,-97.501124,City,Midsize,,Texas,FALSE,TRUE
5035,Southern Careers Institute-Harlingen,Harlingen,78550,TX,13,26.20385,-97.675281,City,Small,,Texas,FALSE,TRUE
5036,Strayer University-Global Region,Washington,20005,DC,11,38.90485,-77.034001,City,Large,,NA,NA,FALSE
5037,Kenneth Shuler School of Cosmetology-Florence,Florence,29501,SC,23,34.238425,-79.80945,Suburb,Small,,South Carolina,FALSE,TRUE
5038,Fortis College-Columbia,Columbia,29210,SC,12,34.01512,-81.081809,City,Midsize,,South Carolina,FALSE,TRUE
5039,Ross Medical Education Center-Davison,Davison,48423-1751,MI,21,43.021829,-83.516551,Suburb,Large,,Michigan,FALSE,TRUE
5040,Ross Medical Education Center-Granger,Granger,46530-4479,IN,13,41.717835,-86.174277,City,Small,,Indiana,FALSE,TRUE
5041,Ross Medical Education Center-Niles,Niles,44446-4810,OH,21,41.212037,-80.746465,Suburb,Large,,Ohio,FALSE,TRUE
5042,Ross Medical Education Center-Canton,Canton,48187-5071,MI,21,42.324442,-83.482675,Suburb,Large,,Michigan,FALSE,TRUE
5043,Pima Medical Institute-Houston,Houston,77041,TX,11,29.838306,-95.562287,City,Large,,Texas,FALSE,TRUE
5044,Illinois Media School-Chicago Campus,Chicago,60602,IL,11,41.87496,-87.627971,City,Large,,Illinois,TRUE,TRUE
5045,Miller-Motte College-STVT-San Antonio,San Antonio,78216,TX,11,29.35599,-98.4891,City,Large,,Texas,FALSE,TRUE
5046,Concorde Career College-Dallas,Dallas,75243,TX,11,32.91856,-96.741711,City,Large,,Texas,FALSE,TRUE
5047,Concorde Career Institute-Orlando,Orlando,32803,FL,11,28.55984,-81.340421,City,Large,,Florida,FALSE,TRUE
5048,Concorde Career College-San Antonio,San Antonio,78229,TX,11,29.49003,-98.582351,City,Large,,Texas,FALSE,TRUE
5049,Johnson & Wales University-Online,Providence,02903,RI,12,41.819956,-71.41277,City,Midsize,,Rhode Island,FALSE,FALSE
5050,Fairfax University of America,Fairfax,22030-0000,VA,21,38.84905,-77.347751,Suburb,Large,,Virginia,FALSE,TRUE
5051,Geisinger-Lewistown Hospital School of Nursing,Lewistown,17044,PA,32,40.619424,-77.567654,Town,Distant,,Pennsylvania,FALSE,TRUE
5052,Moreno Valley College,Moreno Valley,92551,CA,21,33.88744,-117.20271,Suburb,Large,,California,FALSE,TRUE
5053,Norco College,Norco,92860,CA,21,33.917387,-117.570212,Suburb,Large,,California,FALSE,TRUE
5054,Dorsey College-Saginaw,Saginaw,48603,MI,22,43.47055,-83.973056,Suburb,Midsize,,Michigan,FALSE,TRUE
5055,Milan Institute of Cosmetology-La Quinta,La Quinta,92253,CA,21,33.711954,-116.288341,Suburb,Large,,California,FALSE,TRUE
5056,Milan Institute-Boise,Boise,83709,ID,12,43.59086,-116.295195,City,Midsize,,Idaho,FALSE,TRUE
5057,Milan Institute of Cosmetology-El Paso,El Paso,79936,TX,11,31.749325,-106.300156,City,Large,,Texas,FALSE,TRUE
5058,Universal Technical Institute-Dallas Fort Worth,Irving,75063,TX,12,32.93806,-97.012741,City,Midsize,,Texas,FALSE,FALSE
5059,ICPR Junior College,Manati,00674,PR,21,18.429025,-66.493841,Suburb,Large,,NA,NA,FALSE
5060,Artistic Nails and Beauty Academy-Lakeland,Lakeland,33801,FL,12,28.053634,-81.94718,City,Midsize,,Florida,FALSE,TRUE
5061,American Sentinel College of Nursing and Health Sciences,Waterbury,06723-2540,CT,11,39.673548,-104.870151,City,Large,,Connecticut,FALSE,FALSE
5062,Hawaii Medical College,Honolulu,96814-3518,HI,11,21.295164,-157.847652,City,Large,,Hawaii,TRUE,FALSE
5063,Carolina College of Hair Design,Asheville,28806-2711,NC,13,35.584088,-82.601533,City,Small,,North Carolina,FALSE,FALSE
5064,College of Massage Therapy,Blackfoot,83221,ID,32,43.193422,-112.346975,Town,Distant,,Idaho,FALSE,FALSE
5065,Miller-Motte College-Jacksonville,Jacksonville,28546,NC,13,34.797826,-77.432163,City,Small,,North Carolina,FALSE,TRUE
5066,Miller-Motte College-Augusta,Augusta,30906,GA,12,33.494994,-82.086986,City,Midsize,,Georgia,FALSE,TRUE
5067,Miller-Motte College-Conway,Conway,29526-9508,SC,22,33.788822,-78.993461,Suburb,Midsize,,South Carolina,FALSE,TRUE
5068,Aveda Institute-Portland,Portland,97209-3144,OR,11,45.525507,-122.68474,City,Large,,Oregon,FALSE,TRUE
5069,Chamberlain University-Virginia,Vienna,22182,VA,21,38.910459,-77.220505,Suburb,Large,,Virginia,TRUE,FALSE
5070,Penrose Academy,Scottsdale,85254-4065,AZ,11,33.608309,-111.927617,City,Large,,Arizona,FALSE,FALSE
5071,Skin Institute,Saint Louis,63126,MO,21,38.527717,-90.364232,Suburb,Large,,Missouri,FALSE,FALSE
5072,Beauty Academy of South Florida,Hialeah Gardens,33016-2421,FL,21,25.86289,-80.323571,Suburb,Large,,Florida,TRUE,FALSE
5073,Ogle School Hair Skin Nails-North Dallas,Dallas,75248-1216,TX,11,32.984161,-96.803615,City,Large,,Texas,FALSE,TRUE
5074,The Salon Professional Academy,Sherwood,72120,AR,41,34.858161,-92.20198,Rural,Fringe,,Arkansas,FALSE,FALSE
5075,The Salon Professional Academy-St Charles,St. Charles,63301-1021,MO,21,38.788891,-90.538719,Suburb,Large,,Missouri,FALSE,FALSE
5076,Mildred Elley-New York Campus,New York,10004-1010,NY,11,40.705781,-74.014004,City,Large,,New York,TRUE,TRUE
5077,National Paralegal College,Phoenix,85014-1561,AZ,11,33.530663,-112.064275,City,Large,,Arizona,FALSE,FALSE
5078,Carolina College of Biblical Studies,Fayetteville,28303-5157,NC,12,35.05141,-78.939514,City,Midsize,,North Carolina,FALSE,FALSE
5079,Northeast Technology Center,Pryor,74361,OK,32,36.294408,-95.309265,Town,Distant,,Oklahoma,FALSE,FALSE
5080,Allstate Hairstyling & Barber College,Cleveland,44113-3413,OH,11,41.484002,-81.704403,City,Large,,Ohio,FALSE,FALSE
5081,Omega Graduate School,Dayton,37321-6736,TN,41,35.468142,-85.053774,Rural,Fringe,,Tennessee,FALSE,FALSE
5082,Jung Tao School of Classical Chinese Medicine,Sugar Grove,28679-9657,NC,42,36.263233,-81.785303,Rural,Distant,,North Carolina,FALSE,FALSE
5083,New York Film Academy,Burbank,91505,CA,12,34.152076,-118.335567,City,Midsize,,California,FALSE,FALSE
5084,International College of Cosmetology,Oakland,94601-3525,CA,11,37.774887,-122.220803,City,Large,,California,FALSE,FALSE
5085,Bella Capelli Academy,Monroeville,15146-2388,PA,21,40.432494,-79.781672,Suburb,Large,,Pennsylvania,FALSE,FALSE
5086,Institute of Medical Careers,Pittsburgh,15235-3718,PA,21,40.465286,-79.823825,Suburb,Large,,Pennsylvania,FALSE,FALSE
5087,Flagler Technical College,Palm Coast,32164,FL,41,29.47629,-81.211337,Rural,Fringe,,Florida,FALSE,FALSE
5088,Galaxy Medical College,North Hollywood,91606-1593,CA,11,34.186976,-118.396209,City,Large,,California,FALSE,FALSE
5089,American Medical Sciences Center,Glendale,91204-5108,CA,12,34.147117,-118.256991,City,Midsize,,California,FALSE,FALSE
5090,Mandalyn Academy,American Fork,84003-2161,UT,21,40.371763,-111.78129,Suburb,Large,,Utah,FALSE,FALSE
5091,Jose Maria Vargas University,Pembroke Pines,33026,FL,21,26.009656,-80.281548,Suburb,Large,,Florida,FALSE,FALSE
5092,D A Dorsey Technical College,Miami,33147-6304,FL,21,25.839575,-80.225732,Suburb,Large,,Florida,FALSE,FALSE
5093,Keweenaw Bay Ojibwa Community College,Baraga,49908-0000,MI,43,46.782535,-88.507761,Rural,Remote,,Michigan,FALSE,FALSE
5094,Meridian Institute of Surgical Assisting,Nashville,37218,TN,11,36.187738,-86.842536,City,Large,,Tennessee,FALSE,FALSE
5095,Mauna Loa Helicopters,Kailua Kona,96740-2650,HI,41,19.729107,-156.041847,Rural,Fringe,,Hawaii,FALSE,FALSE
5096,Acaydia School of Aesthetics,Provo,84601-0000,UT,12,40.234627,-111.65823,City,Midsize,,Utah,FALSE,FALSE
5097,Holistic Massage Training Institute,Baltimore,21218,MD,11,39.322479,-76.603096,City,Large,,Maryland,FALSE,FALSE
5098,Diamonds College,Sherman,75090-2657,TX,13,33.673442,-96.606125,City,Small,,Texas,FALSE,FALSE
5099,Northern Virginia School of Therapeutic Massage,Falls Church,22042-4302,VA,21,38.873422,-77.160302,Suburb,Large,,Virginia,TRUE,FALSE
5100,Paul Mitchell the School-St Louis,St. Louis,63108-1554,MO,11,38.64474,-90.262731,City,Large,,Missouri,FALSE,FALSE
